mp_id,property,tool_value_used,data_source,gpt_grounded_output
mp-1524446,formation_energy_per_atom,-1.452075918750001,API,The formation energy per atom of mp-1524446 is -1.452075918750001 eV/atom.
mp-730101,band_gap,9.7197,API,The calculated band gap is 9.7197 eV.
mp-730101,formation_energy_per_atom,0.0,API,The formation energy per atom of mp-730101 is 0.0 eV/atom.
mp-31049,band_gap,3.4112,API,The band gap is 3.4112 eV.
mp-31049,formation_energy_per_atom,-3.1596579241666642,API,The formation energy per atom for mp-31049 is -3.1596579241666642 eV/atom.
mp-573812,band_gap,1.4052,API,The band gap is 1.4052 eV.
mp-573812,formation_energy_per_atom,-0.28239570742611003,API,The formation energy per atom of mp-573812 is -0.28239570742611003 eV/atom.
mp-1213805,band_gap,1.159,API,The band gap is 1.159 eV.
mp-1213805,formation_energy_per_atom,-0.723041855833334,API,The formation energy per atom of material mp-1213805 is -0.723041855833334 eV/atom.
mp-7188,band_gap,0.28989999999999905,API,The band gap of mp-7188 is 0.28989999999999905 eV.
mp-7188,formation_energy_per_atom,-0.670291663333335,API,The formation energy per atom is -0.670291663333335 eV/atom.
mp-680422,band_gap,2.9265,API,The band gap is 2.9265 eV.
mp-680422,formation_energy_per_atom,-0.21596871687499902,API,The formation energy per atom of mp-680422 is -0.21596871687499902 eV/atom.
mp-1683,band_gap,0.39790000000000003,API,The band gap is 0.39790000000000003 eV.
mp-1683,formation_energy_per_atom,-1.236771233046873,API,The formation energy per atom is -1.236771233046873 eV/atom.
mp-1100,band_gap,1.0375,API,The band gap is 1.0375 eV.
mp-1100,formation_energy_per_atom,-0.37701444500000003,API,The formation energy per atom of mp-1100 is -0.37701444500000003 eV/atom.
mp-11054,band_gap,0.877899999999999,API,The band gap is 0.877899999999999 eV.
mp-11054,formation_energy_per_atom,-0.278649864374999,API,The formation energy per atom is -0.278649864374999 eV/atom.
mp-306,band_gap,6.3017,API,The band gap is 6.3017 eV.
mp-306,formation_energy_per_atom,-2.798056310000001,API,-2.798056310000001 eV/atom.
mp-1018040,band_gap,2.5765000000000002,API,The band gap is 2.5765000000000002 eV.
mp-1018040,formation_energy_per_atom,-1.474296713671875,API,The formation energy per atom of mp-1018040 is -1.474296713671875 eV/atom.
mp-12957,band_gap,1.0933,API,The band gap of mp-12957 is 1.0933 eV.
mp-12957,formation_energy_per_atom,0.0,API,The formation energy per atom is 0.0 eV/atom.
mp-8377,band_gap,3.0604,API,The band gap is 3.0604 eV.
mp-8377,formation_energy_per_atom,-1.4950600038888862,API,The formation energy per atom of mp-8377 is -1.4950600038888862 eV/atom.
mp-23933,band_gap,2.197699999999999,API,The band gap is 2.197699999999999 eV.
mp-23933,formation_energy_per_atom,-0.073632082812499,API,The formation energy per atom is -0.073632082812499 eV/atom.
mp-13568,band_gap,0.33790000000000003,API,The band gap is 0.33790000000000003 eV.
mp-13568,formation_energy_per_atom,-2.015935722708332,API,The formation energy per atom is -2.015935722708332 eV/atom.
mp-571442,band_gap,3.0417,API,The band gap of mp-571442 is 3.0417 eV.
mp-571442,formation_energy_per_atom,-1.710965791249998,API,The formation energy per atom is -1.710965791249998 eV/atom.
mp-1154,band_gap,0.7510000000000001,API,The band gap of material mp-1154 is 0.7510000000000001 eV.
mp-1154,formation_energy_per_atom,-0.286120912954541,API,The formation energy per atom of mp-1154 is -0.286120912954541 eV/atom.
mp-1524481,band_gap,8.309,API,The band gap of mp-1524481 is 8.309 eV.
mp-1524481,formation_energy_per_atom,-1.27488559425,API,The formation energy per atom of mp-1524481 is -1.27488559425 eV/atom.
mp-27972,band_gap,4.103299999999999,API,The band gap of material mp-27972 is 4.103299999999999 eV.
mp-27972,formation_energy_per_atom,-2.494519163125,API,The formation energy per atom is -2.494519163125 eV/atom.
mp-27153,band_gap,0.21150000000000002,API,The band gap of mp-27153 is 0.21150000000000002 eV.
mp-27153,formation_energy_per_atom,-1.76299271,API,For material mp-27153 the formation energy per atom is -1.76299271 eV/atom.
mp-1524458,band_gap,3.1633,API,The band gap for mp-1524458 is 3.1633 eV.
mp-1524458,formation_energy_per_atom,-1.529192906999997,API,The formation energy per atom for material mp-1524458 is -1.529192906999997 eV/atom.
mp-634859,band_gap,2.7345,API,The band gap is 2.7345 eV.
mp-634859,formation_energy_per_atom,-2.206560153333333,API,The formation energy per atom is -2.206560153333333 eV/atom.
mp-468,band_gap,7.6012,API,The band gap is 7.6012 eV.
mp-468,formation_energy_per_atom,-3.86576940625,API,The formation energy per atom is -3.86576940625 eV/atom.
mp-559931,band_gap,1.6025,API,The band gap of the material is 1.6025 eV.
mp-559931,formation_energy_per_atom,-3.238528048750001,API,The formation energy per atom is -3.238528048750001 eV/atom.
mp-1206891,band_gap,1.0096,API,The calculated band gap for mp-1206891 is 1.0096 eV.
mp-1206891,formation_energy_per_atom,-0.5667571437499991,API,The formation energy per atom of material mp-1206891 is -0.5667571437499991 eV/atom.
mp-1095275,band_gap,0.48890000000000006,API,The band gap is 0.48890000000000006 eV.
mp-1095275,formation_energy_per_atom,-0.009709900654762,API,The formation energy per atom is -0.009709900654762 eV/atom.
mp-1201,band_gap,0.13140000000000002,API,The band gap of mp-1201 is 0.13140000000000002 eV.
mp-1201,formation_energy_per_atom,-0.383199846000002,API,The formation energy per atom of mp-1201 is -0.383199846000002 eV/atom.
mp-570437,band_gap,2.3382,API,The band gap of mp-570437 is 2.3382 eV.
mp-570437,formation_energy_per_atom,-0.827083558444443,API,The formation energy per atom of mp-570437 is -0.827083558444443 eV/atom.
mp-27358,band_gap,2.9034,API,The band gap of mp-27358 is 2.9034 eV.
mp-27358,formation_energy_per_atom,-1.022062649955356,API,The formation energy per atom for material mp-27358 is -1.022062649955356 eV/atom.
mp-754815,band_gap,3.976499999999999,API,The band gap is 3.976499999999999 eV.
mp-754815,formation_energy_per_atom,-2.30537281125,API,The formation energy per atom of mp-754815 is -2.30537281125 eV/atom.
mp-568263,band_gap,1.2121,API,The band gap is 1.2121 eV.
mp-568263,formation_energy_per_atom,-0.69001870828125,API,The formation energy per atom of mp-568263 is -0.69001870828125 eV/atom.
mp-1025522,band_gap,0.6758999999999991,API,The band gap of material mp-1025522 is 0.6758999999999991 eV.
mp-1025522,formation_energy_per_atom,-1.162119996249998,API,The formation energy per atom for mp-1025522 is -1.162119996249998 eV/atom.
mp-571011,band_gap,1.7836,API,The calculated band gap for mp-571011 is 1.7836 eV.
mp-571011,formation_energy_per_atom,-0.9757700474310381,API,The formation energy per atom is -0.9757700474310381 eV/atom.
mp-28044,band_gap,4.918,API,The band gap is 4.918 eV.
mp-28044,formation_energy_per_atom,-2.512653630624999,API,The formation energy per atom for mp-28044 is -2.512653630624999 eV/atom.
mp-1217322,band_gap,0.7062,API,The band gap is 0.7062 eV.
mp-1217322,formation_energy_per_atom,-0.010930726197914001,API,The formation energy per atom is -0.010930726197914001 eV/atom.
mp-541155,band_gap,0.9239,API,The band gap of mp-541155 is 0.9239 eV.
mp-541155,formation_energy_per_atom,-0.9510626574999991,API,The formation energy per atom of material mp-541155 is -0.9510626574999991 eV/atom.
mp-19,band_gap,0.18560000000000001,API,The band gap of mp-19 is 0.18560000000000001 eV.
mp-19,formation_energy_per_atom,0.0,API,The formation energy per atom of mp-19 is 0.0 eV/atom.
mp-22885,band_gap,2.686199999999999,API,The band gap is 2.686199999999999 eV.
mp-22885,formation_energy_per_atom,-0.7818107566666681,API,The formation energy per atom is -0.7818107566666681 eV/atom.
mp-20652,band_gap,1.9078,API,The calculated band gap is 1.9078 eV.
mp-20652,formation_energy_per_atom,-2.26442824375,API,The formation energy per atom of mp-20652 is -2.26442824375 eV/atom.
mp-27857,band_gap,0.9792000000000001,API,The band gap is 0.9792000000000001 eV.
mp-27857,formation_energy_per_atom,-0.694771309999999,API,The formation energy per atom is -0.694771309999999 eV/atom.
mp-985829,band_gap,1.2237,API,The band gap is 1.2237 eV.
mp-985829,formation_energy_per_atom,-1.806995168541668,API,The formation energy per atom of the given material is -1.806995168541668 eV/atom.
mp-30034,band_gap,4.4707,API,The band gap of mp-30034 is 4.4707 eV.
mp-30034,formation_energy_per_atom,-1.853706801666665,API,The formation energy per atom for mp-30034 is -1.853706801666665 eV/atom.
mp-22881,band_gap,3.5244,API,The band gap of mp-22881 is 3.5244 eV.
mp-22881,formation_energy_per_atom,-1.2745155149999992,API,The formation energy per atom for mp-22881 is -1.2745155149999992 eV/atom.
mp-32755,band_gap,1.0395,API,The band gap is 1.0395 eV.
mp-32755,formation_energy_per_atom,-1.857414943749999,API,The formation energy per atom is -1.857414943749999 eV/atom.
mp-2715,band_gap,0.172299999999999,API,The band gap is 0.172299999999999 eV.
mp-2715,formation_energy_per_atom,-0.290117705833334,API,The formation energy per atom for mp-2715 is -0.290117705833334 eV/atom.
mp-504759,band_gap,0.9911000000000001,API,The band gap is 0.9911000000000001 eV.
mp-504759,formation_energy_per_atom,-2.631161137083333,API,The formation energy per atom of material mp-504759 is -2.631161137083333 eV/atom.
mp-1525121,band_gap,1.687399999999999,API,The band gap is 1.687399999999999 eV.
mp-1525121,formation_energy_per_atom,0.0,API,The formation energy per atom for material mp-1525121 is 0.0 eV/atom.
mp-865194,band_gap,5.3798,API,The band gap of mp-865194 is 5.3798 eV.
mp-865194,formation_energy_per_atom,-4.181989037499999,API,The formation energy per atom is -4.181989037499999 eV/atom.
mp-541610,band_gap,2.597,API,The band gap is 2.597 eV.
mp-541610,formation_energy_per_atom,-0.927984858749999,API,The formation energy per atom is -0.927984858749999 eV/atom.
mp-28933,band_gap,1.7587000000000002,API,The band gap is 1.7587000000000002 eV.
mp-28933,formation_energy_per_atom,-0.198695136500001,API,The formation energy per atom for mp-28933 is -0.198695136500001 eV/atom.
mp-23205,band_gap,3.6162,API,The band gap of the given material is 3.6162 eV.
mp-23205,formation_energy_per_atom,-1.3037782916666671,API,The formation energy per atom is -1.3037782916666671 eV/atom.
mp-985831,band_gap,0.5342,API,The band gap of mp-985831 is 0.5342 eV.
mp-985831,formation_energy_per_atom,-1.564946299374999,API,The formation energy per atom is -1.564946299374999 eV/atom.
mp-540829,band_gap,0.710199999999999,API,The band gap is 0.710199999999999 eV.
mp-540829,formation_energy_per_atom,-1.872036438333334,API,The formation energy per atom of mp-540829 is -1.872036438333334 eV/atom.
mp-1525632,band_gap,2.8979,API,The band gap of material mp-1525632 is 2.8979 eV.
mp-1525632,formation_energy_per_atom,0.0,API,The formation energy per atom of the given material is 0.0 eV/atom.
mp-573815,band_gap,0.9469999999999991,API,The band gap of mp-573815 is 0.9469999999999991 eV.
mp-573815,formation_energy_per_atom,-0.348767611458335,API,The formation energy per atom for mp-573815 is -0.348767611458335 eV/atom.
mp-607450,band_gap,0.229,API,The band gap is 0.229 eV.
mp-607450,formation_energy_per_atom,-0.23597294750000203,API,The formation energy per atom for mp-607450 is -0.23597294750000203 eV/atom.
mp-23162,band_gap,1.0479,API,The band gap of mp-23162 is 1.0479 eV.
mp-23162,formation_energy_per_atom,-1.87860569,API,The formation energy per atom is -1.87860569 eV/atom.
mp-2402,band_gap,1.1286,API,The band gap is 1.1286 eV.
mp-2402,formation_energy_per_atom,-0.069361268125,API,The formation energy per atom is -0.069361268125 eV/atom.
mp-9922,band_gap,1.1326,API,The band gap of mp-9922 is 1.1326 eV.
mp-9922,formation_energy_per_atom,-1.373804485859373,API,The formation energy per atom of mp-9922 is -1.373804485859373 eV/atom.
mp-1545216,band_gap,0.48360000000000003,API,The band gap of mp-1545216 is 0.48360000000000003 eV.
mp-1545216,formation_energy_per_atom,-0.9077286621264361,API,The formation energy per atom is -0.9077286621264361 eV/atom.
mp-1968,band_gap,3.824799999999999,API,The band gap is 3.824799999999999 eV.
mp-1968,formation_energy_per_atom,-3.8759289195,API,Formation energy per atom: -3.8759289195 eV/atom.
mp-29711,band_gap,0.638899999999999,API,The band gap is 0.638899999999999 eV.
mp-29711,formation_energy_per_atom,-0.44422730733333504,API,The formation energy per atom of mp-29711 is -0.44422730733333504 eV/atom.
mp-2133,band_gap,0.7227,API,The band gap of mp-2133 is 0.7227 eV.
mp-2133,formation_energy_per_atom,-1.7908991124999991,API,The formation energy per atom of mp-2133 is -1.7908991124999991 eV/atom.
mp-1185959,band_gap,1.133699999999999,API,The band gap of mp-1185959 is 1.133699999999999 eV.
mp-1185959,formation_energy_per_atom,-1.154441889999999,API,The formation energy per atom of mp-1185959 is -1.154441889999999 eV/atom.
mp-985278,band_gap,6.0693,API,The band gap is 6.0693 eV.
mp-985278,formation_energy_per_atom,-4.467987469375,API,The formation energy per atom is -4.467987469375 eV/atom.
mp-23710,band_gap,3.709699999999999,API,The band gap of mp-23710 is 3.709699999999999 eV.
mp-23710,formation_energy_per_atom,-0.2827190725,API,The formation energy per atom is -0.2827190725 eV/atom.
mp-341,band_gap,1.9022000000000001,API,The band gap is 1.9022000000000001 eV.
mp-341,formation_energy_per_atom,-1.990905017999998,API,The formation energy per atom for mp-341 is -1.990905017999998 eV/atom.
mp-32800,band_gap,2.2962,API,The band gap is 2.2962 eV.
mp-32800,formation_energy_per_atom,-2.4930635934375,API,The formation energy per atom is -2.4930635934375 eV/atom.
mp-685014,band_gap,2.0644,API,The band gap of mp-685014 is 2.0644 eV.
mp-685014,formation_energy_per_atom,-1.068962764541666,API,The formation energy per atom is -1.068962764541666 eV/atom.
mp-559798,band_gap,4.9116,API,The band gap of mp-559798 is 4.9116 eV.
mp-559798,formation_energy_per_atom,-2.23065729,API,The formation energy per atom of mp-559798 is -2.23065729 eV/atom.
mp-1080821,band_gap,0.7896000000000001,API,The band gap of mp-1080821 is 0.7896000000000001 eV.
mp-1080821,formation_energy_per_atom,-3.19318655375,API,The formation energy per atom is -3.19318655375 eV/atom.
mp-540625,band_gap,1.7063000000000001,API,The band gap of material mp-540625 is 1.7063000000000001 eV.
mp-540625,formation_energy_per_atom,-0.5793224153125001,API,The formation energy per atom of mp-540625 is -0.5793224153125001 eV/atom.
mp-1025442,band_gap,1.3846999999999992,API,The band gap is 1.3846999999999992 eV.
mp-1025442,formation_energy_per_atom,-0.44096969,API,mp-1025442 has a formation energy of -0.44096969 eV/atom.
mp-556911,band_gap,1.6921,API,The band gap of mp-556911 is 1.6921 eV.
mp-556911,formation_energy_per_atom,-2.590574678333332,API,The formation energy per atom is -2.590574678333332 eV/atom.
mp-23263,band_gap,2.9266,API,The band gap of mp-23263 is 2.9266 eV.
mp-23263,formation_energy_per_atom,-2.423042803749999,API,The formation energy per atom of mp-23263 is -2.423042803749999 eV/atom.
mp-16911,band_gap,1.9539,API,The band gap of mp-16911 is 1.9539 eV.
mp-16911,formation_energy_per_atom,-0.9552900410714281,API,The formation energy per atom is -0.9552900410714281 eV/atom.
mp-1705,band_gap,0.5057,API,The band gap is 0.5057 eV.
mp-1705,formation_energy_per_atom,-1.74803409,API,The formation energy per atom is -1.74803409 eV/atom.
mp-561197,band_gap,5.5366,API,The band gap of mp-561197 is 5.5366 eV.
mp-561197,formation_energy_per_atom,-3.404466658305554,API,The formation energy per atom for mp-561197 is -3.404466658305554 eV/atom.
mp-23183,band_gap,4.299799999999999,API,The band gap of mp-23183 is 4.299799999999999 eV.
mp-23183,formation_energy_per_atom,-2.585905556250001,API,The formation energy per atom of mp-23183 is -2.585905556250001 eV/atom.
mp-23280,band_gap,3.9873000000000003,API,The band gap of mp-23280 is 3.9873000000000003 eV.
mp-23280,formation_energy_per_atom,-0.755685861249999,API,The formation energy per atom of mp-23280 is -0.755685861249999 eV/atom.
mp-1524462,band_gap,2.7061,API,The band gap of mp-1524462 is 2.7061 eV.
mp-1524462,formation_energy_per_atom,0.0,API,The formation energy per atom for mp-1524462 is 0.0 eV/atom.
mp-706630,band_gap,3.606099999999999,API,The band gap is 3.606099999999999 eV.
mp-706630,formation_energy_per_atom,-0.095264628645833,API,The formation energy per atom of mp-706630 is -0.095264628645833 eV/atom.
mp-541837,band_gap,0.3769,API,The band gap is 0.3769 eV.
mp-541837,formation_energy_per_atom,-0.43407693543750203,API,The formation energy per atom of mp-541837 is -0.43407693543750203 eV/atom.
mp-1819,band_gap,2.028799999999999,API,The band gap is 2.028799999999999 eV.
mp-1819,formation_energy_per_atom,-1.839006646249989,API,The formation energy per atom for mp-1819 is -1.839006646249989 eV/atom.
mp-7988,band_gap,0.583199999999999,API,The band gap is 0.583199999999999 eV.
mp-7988,formation_energy_per_atom,-1.180246544770117,API,The formation energy per atom of mp-7988 is -1.180246544770117 eV/atom.
mp-2049132,band_gap,0.21629999999999902,API,The band gap is 0.21629999999999902 eV.
mp-2049132,formation_energy_per_atom,-0.298604841000002,API,The formation energy per atom is -0.298604841000002 eV/atom.
mp-7943,band_gap,0.3285,API,The band gap of mp-7943 is 0.3285 eV.
mp-7943,formation_energy_per_atom,-0.588209097083334,API,The formation energy per atom is -0.588209097083334 eV/atom.
mp-30792,band_gap,0.15660000000000002,API,The band gap is 0.15660000000000002 eV.
mp-30792,formation_energy_per_atom,-0.269950954999998,API,The formation energy per atom is -0.269950954999998 eV/atom.
mp-352,band_gap,4.0165,API,The band gap of mp-352 is 4.0165 eV.
mp-352,formation_energy_per_atom,-4.019811040833332,API,The formation energy per atom for mp-352 is -4.019811040833332 eV/atom.
mp-15954,band_gap,0.2625,API,The band gap is 0.2625 eV.
mp-15954,formation_energy_per_atom,-0.5725928316666651,API,The formation energy per atom for mp-15954 is -0.5725928316666651 eV/atom.
mp-23165,band_gap,0.8929,API,The band gap of mp-23165 is 0.8929 eV.
mp-23165,formation_energy_per_atom,-0.6577550981249981,API,The formation energy per atom is -0.6577550981249981 eV/atom.
mp-2251,band_gap,0.9840000000000001,API,The band gap of material mp-2251 is 0.9840000000000001 eV.
mp-2251,formation_energy_per_atom,-0.48250142218750003,API,The formation energy per atom is -0.48250142218750003 eV/atom.
mp-181,band_gap,0.21629999999999902,API,The band gap is 0.21629999999999902 eV.
mp-181,formation_energy_per_atom,-0.1726160249375,API,The formation energy per atom for mp-181 is -0.1726160249375 eV/atom.
mp-2340,band_gap,1.7361,API,The band gap is 1.7361 eV.
mp-2340,formation_energy_per_atom,-1.2980963948563211,API,The formation energy per atom of mp-2340 is -1.2980963948563211 eV/atom.
mp-1443,band_gap,3.1684,API,The band gap is 3.1684 eV.
mp-1443,formation_energy_per_atom,-2.537928646818182,API,The formation energy per atom of mp-1443 is -2.537928646818182 eV/atom.
mp-2697,band_gap,2.8495,API,The Materials Project band gap is 2.8495 eV.
mp-2697,formation_energy_per_atom,-2.204479133333331,API,The formation energy per atom of mp-2697 is -2.204479133333331 eV/atom.
mp-680463,band_gap,0.391399999999999,API,The band gap is 0.391399999999999 eV.
mp-680463,formation_energy_per_atom,-0.15772634538461303,API,The formation energy per atom is -0.15772634538461303 eV/atom.
mp-542810,band_gap,1.9674,API,The band gap is 1.9674 eV.
mp-542810,formation_energy_per_atom,-0.159580558906249,API,-0.159580558906249 eV/atom.
mp-971787,band_gap,1.1332,API,The computed band gap for material mp-971787 is 1.1332 eV.
mp-971787,formation_energy_per_atom,-1.208906696666668,API,The formation energy per atom of mp-971787 is -1.208906696666668 eV/atom.
mp-1105,band_gap,2.2352,API,The band gap is 2.2352 eV.
mp-1105,formation_energy_per_atom,-2.170192663333334,API,The formation energy per atom of mp-1105 is -2.170192663333334 eV/atom.
