mp_id,property,tool_value,step1_naive_output,step2_corrected_output,is_corrected
mp-1863,formation_energy_per_atom,-0.119684392083333,The formation energy per atom of mp-1863 is -0.1197 eV.,-0.119684392083333,True
mp-1524446,band_gap,1.0487,The band gap of mp-1524446 is 1.0487.,1.0487,True
mp-1524446,formation_energy_per_atom,-1.452075918750001,The formation energy per atom of mp-1524446 is -1.452075918750001.,-1.452075918750001,True
mp-730101,band_gap,9.7197,The band_gap of mp-730101 is 9.7197.,9.7197,True
mp-31049,band_gap,3.4112,The band gap of mp-31049 is 3.4112.,3.4112,True
mp-730101,formation_energy_per_atom,0.0,The formation energy per atom of mp-730101 is 0.0.,0.0,True
mp-31049,formation_energy_per_atom,-3.159657924166664,The formation energy per atom for mp-31049 is -3.16 eV.,-3.159657924166664,True
mp-573812,band_gap,1.4052,The band gap of mp-573812 is 1.4052.,1.4052,True
mp-1213805,band_gap,1.159,The band gap of mp-1213805 is 1.159.,1.159,True
mp-573812,formation_energy_per_atom,-0.28239570742611,The formation energy per atom for mp-573812 is -0.28239570742611 eV.,-0.28239570742611,True
mp-7188,band_gap,0.289899999999999,The band gap of mp-7188 is approximately 0.29 eV.,0.2899,True
mp-1213805,formation_energy_per_atom,-0.723041855833334,The formation energy per atom of mp-1213805 is -0.723041855833334 eV.,-0.723041855833334,True
mp-680422,band_gap,2.9265,The band gap of mp-680422 is 2.9265.,2.9265,True
mp-7188,formation_energy_per_atom,-0.670291663333335,The formation energy per atom of mp-7188 is -0.67 eV.,-0.670291663333335,True
mp-680422,formation_energy_per_atom,-0.215968716874999,The formation energy per atom for mp-680422 is -0.216 eV.,-0.215968716874999,True
mp-1683,band_gap,0.3979,The band gap of mp-1683 is approximately 0.3979 electronvolts.,0.3979,True
mp-1100,band_gap,1.0375,The band gap of mp-1100 is 1.0375.,1.0375,True
mp-1683,formation_energy_per_atom,-1.236771233046873,The formation energy per atom of mp-1683 is -1.236771233046873 eV.,-1.236771233046873,True
mp-1100,formation_energy_per_atom,-0.377014445,The formation energy per atom of mp-1100 is -0.377014445.,-0.377014445,True
mp-11054,band_gap,0.877899999999999,The band gap of mp-11054 is approximately 0.878 eV.,0.8779,True
mp-306,band_gap,6.3017,The band gap of mp-306 is 6.3017.,6.3017,True
mp-11054,formation_energy_per_atom,-0.278649864374999,The formation energy per atom of mp-11054 is -0.278649864375 eV.,-0.278649864375,True
mp-306,formation_energy_per_atom,-2.798056310000001,The formation energy per atom of mp-306 is -2.798056310000001.,-2.798056310000001,True
mp-1018040,band_gap,2.5765,The band gap of mp-1018040 is 2.5765.,2.5765,True
mp-1018040,formation_energy_per_atom,-1.474296713671875,The formation energy per atom for mp-1018040 is -1.474296713671875.,-1.474296713671875,True
mp-12957,band_gap,1.0933,The band gap of mp-12957 is 1.0933.,1.0933,True
mp-12957,formation_energy_per_atom,0.0,The formation energy per atom for mp-12957 is 0.0.,0.0,True
mp-8377,band_gap,3.0604,The band gap of mp-8377 is 3.0604.,3.0604,True
mp-8377,formation_energy_per_atom,-1.4950600038888862,The formation energy per atom for mp-8377 is approximately -1.50 eV.,-1.4950600038888862,True
mp-23933,band_gap,2.197699999999999,The band gap of mp-23933 is approximately 2.20 eV.,2.1977,True
mp-23933,formation_energy_per_atom,-0.073632082812499,The formation energy per atom of mp-23933 is -0.073632082812499.,-0.073632082812499,True
mp-13568,band_gap,0.3379,The band gap of mp-13568 is 0.3379.,0.3379,True
mp-13568,formation_energy_per_atom,-2.015935722708332,The formation energy per atom for mp-13568 is -2.015935722708332.,-2.015935722708332,True
mp-571442,band_gap,3.0417,The band gap of mp-571442 is 3.0417.,3.0417,True
mp-571442,formation_energy_per_atom,-1.710965791249998,The formation energy per atom of mp-571442 is -1.71 eV.,-1.710965791249998,True
mp-1154,band_gap,0.7510000000000001,The band gap of mp-1154 is approximately 0.751 eV.,0.7510000000000001,True
mp-1154,formation_energy_per_atom,-0.286120912954541,The formation energy per atom of mp-1154 is -0.286 eV.,-0.286120912954541,True
mp-1524481,band_gap,8.309,The band gap of mp-1524481 is 8.309.,8.309,True
mp-1524481,formation_energy_per_atom,-1.27488559425,The formation energy per atom of mp-1524481 is -1.27488559425.,-1.27488559425,True
mp-27972,band_gap,4.103299999999999,The band gap of mp-27972 is approximately 4.10 eV.,4.103299999999999,True
mp-27972,formation_energy_per_atom,-2.494519163125,The formation energy per atom of mp-27972 is -2.494519163125.,-2.494519163125,True
mp-27153,band_gap,0.2115,The band gap of mp-27153 is 0.2115.,0.2115,True
mp-27153,formation_energy_per_atom,-1.76299271,The formation energy per atom of mp-27153 is -1.76299271.,-1.76299271,True
mp-1524458,band_gap,3.1633,The band gap of mp-1524458 is 3.1633.,3.1633,True
mp-1524458,formation_energy_per_atom,-1.529192906999997,The formation energy per atom of mp-1524458 is -1.529192906999997.,-1.529192906999997,True
mp-634859,band_gap,2.7345,The band gap of mp-634859 is 2.7345.,2.7345,True
mp-634859,formation_energy_per_atom,-2.206560153333333,The formation energy per atom for mp-634859 is -2.206560153333333 eV.,-2.206560153333333,True
mp-468,band_gap,7.6012,The band gap of mp-468 is 7.6012.,7.6012,True
mp-468,formation_energy_per_atom,-3.86576940625,The formation energy per atom of mp-468 is -3.86576940625.,-3.86576940625,True
mp-559931,band_gap,1.6025,The band gap of mp-559931 is 1.6025.,1.6025,True
mp-559931,formation_energy_per_atom,-3.238528048750001,The formation energy per atom for mp-559931 is -3.24 eV.,-3.238528048750001,True
mp-1206891,band_gap,1.0096,The band gap of mp-1206891 is 1.0096.,1.0096,True
mp-1206891,formation_energy_per_atom,-0.5667571437499991,The formation energy per atom for mp-1206891 is approximately -0.57 eV.,-0.5667571437499991,True
mp-1095275,band_gap,0.4889,The band gap of mp-1095275 is 0.4889.,0.4889,True
mp-1201,band_gap,0.1314,The band gap of mp-1201 is 0.1314.,0.1314,True
mp-1095275,formation_energy_per_atom,-0.009709900654762,The formation energy per atom of mp-1095275 is -0.009709900654762.,-0.009709900654762,True
mp-1201,formation_energy_per_atom,-0.383199846000002,The formation energy per atom of mp-1201 is -0.383 eV.,-0.383199846000002,True
mp-570437,band_gap,2.3382,The band gap of mp-570437 is 2.3382.,2.3382,True
mp-570437,formation_energy_per_atom,-0.827083558444443,The formation energy per atom of mp-570437 is -0.827083558444443.,-0.827083558444443,True
mp-27358,band_gap,2.9034,The band gap of mp-27358 is 2.9034.,2.9034,True
mp-27358,formation_energy_per_atom,-1.022062649955356,The formation energy per atom for mp-27358 is approximately -1.022 eV.,-1.022062649955356,True
mp-754815,band_gap,3.976499999999999,The band gap of mp-754815 is 3.9765 eV.,3.9765,True
mp-754815,formation_energy_per_atom,-2.30537281125,The formation energy per atom of mp-754815 is -2.30537281125 eV.,-2.30537281125,True
mp-568263,band_gap,1.2121,The band gap of mp-568263 is 1.2121.,1.2121,True
mp-568263,formation_energy_per_atom,-0.69001870828125,The formation energy per atom of mp-568263 is -0.69 eV.,-0.69001870828125,True
mp-1025522,band_gap,0.6758999999999991,The band gap of mp-1025522 is approximately 0.676 eV.,0.6758999999999991,True
mp-1025522,formation_energy_per_atom,-1.162119996249998,The formation energy per atom of mp-1025522 is -1.162119996249998.,-1.162119996249998,True
mp-571011,band_gap,1.7836,The band gap of mp-571011 is 1.7836.,1.7836,True
mp-571011,formation_energy_per_atom,-0.975770047431038,The formation energy per atom for mp-571011 is approximately -0.9758 eV.,-0.975770047431038,True
mp-28044,band_gap,4.918,The band gap of mp-28044 is 4.918.,4.918,True
mp-28044,formation_energy_per_atom,-2.512653630624999,The formation energy per atom for mp-28044 is -2.512653630624999.,-2.512653630624999,True
mp-1217322,band_gap,0.7062,The band gap of mp-1217322 is 0.7062.,0.7062,True
mp-1217322,formation_energy_per_atom,-0.010930726197914,The formation energy per atom for mp-1217322 is -0.01093 eV.,-0.010930726197914,True
mp-541155,band_gap,0.9239,The band gap of mp-541155 is 0.9239.,0.9239,True
mp-541155,formation_energy_per_atom,-0.9510626574999992,The formation energy per atom of mp-541155 is -0.9510626574999992.,-0.9510626574999992,True
mp-19,band_gap,0.1856,The band gap of mp-19 is 0.1856.,0.1856,True
mp-19,formation_energy_per_atom,0.0,The formation energy per atom of mp-19 is 0.0.,0.0,True
mp-22885,band_gap,2.686199999999999,The band gap of mp-22885 is 2.6862.,2.6862,True
mp-22885,formation_energy_per_atom,-0.7818107566666681,The formation energy per atom of mp-22885 is -0.782 eV.,-0.7818107566666681,True
mp-20652,band_gap,1.9078,The band gap of mp-20652 is 1.9078.,1.9078,True
mp-20652,formation_energy_per_atom,-2.26442824375,The formation energy per atom of mp-20652 is -2.26442824375 eV.,-2.26442824375,True
mp-27857,formation_energy_per_atom,-0.694771309999999,The formation energy per atom for mp-27857 is approximately -0.695 eV.,-0.694771309999999,True
mp-27857,band_gap,0.9792,The band gap of mp-27857 is 0.9792.,0.9792,True
mp-985829,band_gap,1.2237,The band gap of mp-985829 is 1.2237.,1.2237,True
mp-985829,formation_energy_per_atom,-1.806995168541668,The formation energy per atom for mp-985829 is approximately -1.81 eV.,-1.806995168541668,True
mp-30034,band_gap,4.4707,The band gap of mp-30034 is 4.4707.,4.4707,True
mp-30034,formation_energy_per_atom,-1.853706801666665,The formation energy per atom for mp-30034 is approximately -1.85 eV.,-1.853706801666665,True
mp-22881,band_gap,3.5244,The band gap of mp-22881 is 3.5244.,3.5244,True
mp-22881,formation_energy_per_atom,-1.2745155149999992,The formation energy per atom for mp-22881 is approximately -1.274 eV.,-1.2745155149999992,True
mp-32755,band_gap,1.0395,The band gap of mp-32755 is 1.0395.,1.0395,True
mp-32755,formation_energy_per_atom,-1.857414943749999,The formation energy per atom for mp-32755 is -1.85741494375 eV.,-1.85741494375,True
mp-2715,band_gap,0.172299999999999,The band gap of mp-2715 is approximately 0.172 eV.,0.172299999999999,True
mp-2715,formation_energy_per_atom,-0.290117705833334,The formation energy per atom for mp-2715 is approximately -0.290 eV.,-0.290117705833334,True
mp-504759,band_gap,0.9911,The band gap of mp-504759 is 0.9911.,0.9911,True
mp-1525121,band_gap,1.687399999999999,The band gap of mp-1525121 is approximately 1.6874 eV.,1.6874,True
mp-504759,formation_energy_per_atom,-2.631161137083333,The formation energy per atom for mp-504759 is -2.63 eV.,-2.631161137083333,True
mp-1525121,formation_energy_per_atom,0.0,The formation energy per atom for mp-1525121 is 0.0.,0.0,True
mp-865194,band_gap,5.3798,The band gap of mp-865194 is 5.3798.,5.3798,True
mp-865194,formation_energy_per_atom,-4.181989037499999,The formation energy per atom of mp-865194 is -4.18 eV.,-4.181989037499999,True
mp-541610,band_gap,2.597,The band gap of mp-541610 is 2.597.,2.597,True
mp-541610,formation_energy_per_atom,-0.927984858749999,The formation energy per atom for mp-541610 is approximately -0.928 eV.,-0.927984858749999,True
mp-28933,formation_energy_per_atom,-0.198695136500001,The formation energy per atom of mp-28933 is -0.198695136500001.,-0.198695136500001,True
mp-28933,band_gap,1.7587000000000002,The band gap of mp-28933 is approximately 1.76 eV.,1.7587000000000002,True
mp-23205,band_gap,3.6162,The band gap of mp-23205 is 3.6162.,3.6162,True
mp-23205,formation_energy_per_atom,-1.3037782916666671,The formation energy per atom for mp-23205 is approximately -1.30 eV.,-1.3037782916666671,True
mp-985831,band_gap,0.5342,The band gap of mp-985831 is 0.5342.,0.5342,True
mp-985831,formation_energy_per_atom,-1.564946299374999,The formation energy per atom for mp-985831 is approximately -1.56 eV.,-1.564946299374999,True
mp-540829,band_gap,0.710199999999999,The band gap of mp-540829 is approximately 0.7102 eV.,0.7102,True
mp-1525632,band_gap,2.8979,The band gap of mp-1525632 is 2.8979.,2.8979,True
mp-540829,formation_energy_per_atom,-1.872036438333334,The formation energy per atom for mp-540829 is -1.872036438333334 eV.,-1.872036438333334,True
mp-573815,band_gap,0.9469999999999992,The band gap of mp-573815 is approximately 0.947 eV.,0.9469999999999992,True
mp-1525632,formation_energy_per_atom,0.0,The formation energy per atom of mp-1525632 is 0.0.,0.0,True
mp-607450,band_gap,0.229,The band gap of mp-607450 is 0.229.,0.229,True
mp-573815,formation_energy_per_atom,-0.348767611458335,The formation energy per atom for mp-573815 is -0.348767611458335.,-0.348767611458335,True
mp-23162,band_gap,1.0479,The band gap of mp-23162 is 1.0479.,1.0479,True
mp-607450,formation_energy_per_atom,-0.235972947500002,The formation energy per atom for mp-607450 is -0.236 eV.,-0.235972947500002,True
mp-23162,formation_energy_per_atom,-1.87860569,The formation energy per atom of mp-23162 is -1.87860569 eV.,-1.87860569,True
mp-2402,band_gap,1.1286,The band gap of mp-2402 is 1.1286.,1.1286,True
mp-2402,formation_energy_per_atom,-0.069361268125,The formation energy per atom for mp-2402 is -0.069361268125.,-0.069361268125,True
mp-9922,band_gap,1.1326,The band gap of mp-9922 is 1.1326.,1.1326,True
mp-1545216,band_gap,0.4836,The band gap of mp-1545216 is 0.4836.,0.4836,True
mp-9922,formation_energy_per_atom,-1.373804485859373,The formation energy per atom for mp-9922 is -1.373804485859373.,-1.373804485859373,True
mp-1545216,formation_energy_per_atom,-0.907728662126436,The formation energy per atom for mp-1545216 is -0.907728662126436.,-0.907728662126436,True
mp-1968,band_gap,3.824799999999999,The band gap of mp-1968 is 3.8248 eV.,3.8248,True
mp-1968,formation_energy_per_atom,-3.8759289195,The formation energy per atom of mp-1968 is -3.8759289195.,-3.8759289195,True
mp-29711,band_gap,0.638899999999999,The band gap of mp-29711 is approximately 0.64 eV.,0.638899999999999,True
mp-29711,formation_energy_per_atom,-0.444227307333335,The formation energy per atom for mp-29711 is approximately -0.44 eV.,-0.444227307333335,True
mp-2133,band_gap,0.7227,The band gap of mp-2133 is 0.7227.,0.7227,True
mp-2133,formation_energy_per_atom,-1.7908991124999991,The formation energy per atom for mp-2133 is approximately -1.79 eV.,-1.7908991124999991,True
mp-1185959,band_gap,1.133699999999999,The band gap of mp-1185959 is approximately 1.13 eV.,1.1337,True
mp-1185959,formation_energy_per_atom,-1.154441889999999,The formation energy per atom of mp-1185959 is -1.15 eV.,-1.154441889999999,True
mp-985278,band_gap,6.0693,The band gap of mp-985278 is 6.0693.,6.0693,True
mp-985278,formation_energy_per_atom,-4.467987469375,The formation energy per atom for mp-985278 is approximately -4.47 eV.,-4.467987469375,True
mp-23710,band_gap,3.709699999999999,The band gap of mp-23710 is approximately 3.71 eV.,3.7097,True
mp-23710,formation_energy_per_atom,-0.2827190725,The formation energy per atom of mp-23710 is -0.2827190725.,-0.2827190725,True
mp-341,formation_energy_per_atom,-1.990905017999998,The formation energy per atom for mp-341 is approximately -1.99 eV.,-1.990905017999998,True
mp-32800,band_gap,2.2962,The band gap of mp-32800 is 2.2962.,2.2962,True
mp-341,band_gap,1.9022,The band gap of mp-341 is 1.9022.,1.9022,True
mp-32800,formation_energy_per_atom,-2.4930635934375,The formation energy per atom for mp-32800 is -2.4930635934375.,-2.4930635934375,True
mp-685014,band_gap,2.0644,The band gap of mp-685014 is 2.0644.,2.0644,True
mp-685014,formation_energy_per_atom,-1.068962764541666,The formation energy per atom of mp-685014 is approximately -1.07 eV.,-1.068962764541666,True
mp-559798,band_gap,4.9116,The band gap of mp-559798 is 4.9116.,4.9116,True
mp-559798,formation_energy_per_atom,-2.23065729,The formation energy per atom of mp-559798 is -2.23 eV.,-2.23065729,True
mp-1080821,band_gap,0.7896000000000001,The band gap of mp-1080821 is approximately 0.79 eV.,0.7896000000000001,True
mp-540625,band_gap,1.7063,The band gap of mp-540625 is 1.7063.,1.7063,True
mp-1080821,formation_energy_per_atom,-3.19318655375,The formation energy per atom for mp-1080821 is -3.19 eV.,-3.19318655375,True
mp-1025442,band_gap,1.3846999999999992,The band gap of mp-1025442 is approximately 1.38 eV.,1.3846999999999992,True
mp-540625,formation_energy_per_atom,-0.5793224153125001,The formation energy per atom of mp-540625 is -0.5793224153125001.,-0.5793224153125001,True
mp-556911,band_gap,1.6921,The band gap of mp-556911 is 1.6921.,1.6921,True
mp-1025442,formation_energy_per_atom,-0.44096969,The formation energy per atom of mp-1025442 is -0.44096969.,-0.44096969,True
mp-556911,formation_energy_per_atom,-2.590574678333332,The formation energy per atom for mp-556911 is -2.59 eV.,-2.590574678333332,True
mp-23263,band_gap,2.9266,The band gap of mp-23263 is 2.9266.,2.9266,True
mp-23263,formation_energy_per_atom,-2.423042803749999,The formation energy per atom of mp-23263 is -2.423042803749999.,-2.423042803749999,True
mp-16911,band_gap,1.9539,The band gap of mp-16911 is 1.9539.,1.9539,True
mp-16911,formation_energy_per_atom,-0.955290041071428,The formation energy per atom for mp-16911 is approximately -0.955 eV.,-0.955290041071428,True
mp-1705,band_gap,0.5057,The band gap of mp-1705 is 0.5057.,0.5057,True
mp-1705,formation_energy_per_atom,-1.74803409,The formation energy per atom of mp-1705 is -1.74803409 eV.,-1.74803409,True
mp-561197,band_gap,5.5366,The band gap of mp-561197 is 5.5366.,5.5366,True
mp-561197,formation_energy_per_atom,-3.404466658305554,The formation energy per atom of mp-561197 is -3.404466658305554.,-3.404466658305554,True
mp-23183,band_gap,4.299799999999999,The band gap of mp-23183 is approximately 4.30 eV.,4.299799999999999,True
mp-23183,formation_energy_per_atom,-2.585905556250001,The formation energy per atom for mp-23183 is -2.585905556250001.,-2.585905556250001,True
mp-23280,band_gap,3.9873,The band gap of mp-23280 is 3.9873.,3.9873,True
mp-23280,formation_energy_per_atom,-0.755685861249999,The formation energy per atom for mp-23280 is approximately -0.756 eV.,-0.755685861249999,True
mp-1524462,band_gap,2.7061,The band gap of mp-1524462 is 2.7061.,2.7061,True
mp-1524462,formation_energy_per_atom,0.0,The formation energy per atom of mp-1524462 is 0.0 eV.,0.0,True
mp-706630,formation_energy_per_atom,-0.095264628645833,The formation energy per atom for mp-706630 is -0.095 eV.,-0.095264628645833,True
mp-706630,band_gap,3.606099999999999,The band gap of mp-706630 is 3.6061 eV.,3.6061,True
mp-541837,band_gap,0.3769,The band gap of mp-541837 is 0.3769.,0.3769,True
mp-541837,formation_energy_per_atom,-0.434076935437502,The formation energy per atom of mp-541837 is -0.434076935437502.,-0.434076935437502,True
mp-1819,band_gap,2.028799999999999,The band gap of mp-1819 is approximately 2.03 eV.,2.0288,True
mp-1819,formation_energy_per_atom,-1.839006646249989,The formation energy per atom of mp-1819 is approximately -1.84 eV.,-1.839006646249989,True
mp-7988,band_gap,0.583199999999999,The band gap of mp-7988 is approximately 0.583 eV.,0.583199999999999,True
mp-7988,formation_energy_per_atom,-1.180246544770117,The formation energy per atom of mp-7988 is approximately -1.18 eV.,-1.180246544770117,True
mp-2049132,band_gap,0.216299999999999,The band gap of mp-2049132 is approximately 0.216 eV.,0.216,True
mp-2049132,formation_energy_per_atom,-0.298604841000002,The formation energy per atom of mp-2049132 is -0.298604841 eV.,-0.298604841000002,True
mp-7943,band_gap,0.3285,The band gap of mp-7943 is 0.3285.,0.3285,True
mp-7943,formation_energy_per_atom,-0.588209097083334,The formation energy per atom of mp-7943 is -0.588 eV.,-0.588209097083334,True
mp-30792,band_gap,0.1566,The band gap of mp-30792 is 0.1566.,0.1566,True
mp-30792,formation_energy_per_atom,-0.269950954999998,The formation energy per atom of mp-30792 is -0.27 eV.,-0.269950954999998,True
mp-352,band_gap,4.0165,The band gap of mp-352 is 4.0165.,4.0165,True
mp-352,formation_energy_per_atom,-4.019811040833332,The formation energy per atom of mp-352 is approximately -4.02 eV.,-4.019811040833332,True
mp-15954,band_gap,0.2625,The band gap of mp-15954 is 0.2625.,0.2625,True
mp-15954,formation_energy_per_atom,-0.5725928316666651,The formation energy per atom of mp-15954 is -0.5725928316666651.,-0.5725928316666651,True
mp-23165,band_gap,0.8929,The band gap of mp-23165 is 0.8929.,0.8929,True
mp-23165,formation_energy_per_atom,-0.6577550981249981,The formation energy per atom of mp-23165 is -0.6577550981249981.,-0.6577550981249981,True
mp-2251,band_gap,0.984,The band gap of mp-2251 is 0.984.,0.984,True
mp-2251,formation_energy_per_atom,-0.4825014221875,The formation energy per atom of mp-2251 is -0.4825014221875 eV.,-0.4825014221875,True
mp-181,band_gap,0.216299999999999,The band gap of mp-181 is approximately 0.216 eV.,0.216,True
mp-181,formation_energy_per_atom,-0.1726160249375,The formation energy per atom of mp-181 is -0.1726160249375.,-0.1726160249375,True
mp-2340,formation_energy_per_atom,-1.2980963948563211,The formation energy per atom for mp-2340 is approximately -1.30 eV.,-1.2980963948563211,True
mp-2340,band_gap,1.7361,The band gap of mp-2340 is 1.7361.,1.7361,True
mp-1443,band_gap,3.1684,The band gap of mp-1443 is 3.1684.,3.1684,True
mp-1443,formation_energy_per_atom,-2.537928646818182,The formation energy per atom of mp-1443 is -2.537928646818182.,-2.537928646818182,True
mp-2697,band_gap,2.8495,The band gap of mp-2697 is 2.8495.,2.8495,True
mp-2697,formation_energy_per_atom,-2.204479133333331,The formation energy per atom of mp-2697 is -2.204479133333331.,-2.204479133333331,True
mp-680463,band_gap,0.391399999999999,The band gap of mp-680463 is approximately 0.3914 eV.,0.3914,True
mp-542810,band_gap,1.9674,The band gap of mp-542810 is 1.9674.,1.9674,True
mp-680463,formation_energy_per_atom,-0.157726345384613,The formation energy per atom for mp-680463 is -0.157726345384613.,-0.157726345384613,True
mp-542810,formation_energy_per_atom,-0.159580558906249,The formation energy per atom of mp-542810 is -0.159580558906249.,-0.159580558906249,True
mp-971787,band_gap,1.1332,The band gap of mp-971787 is 1.1332.,1.1332,True
mp-971787,formation_energy_per_atom,-1.208906696666668,The formation energy per atom for mp-971787 is approximately -1.21 eV.,-1.208906696666668,True
mp-1105,band_gap,2.2352,The band gap of mp-1105 is 2.2352.,2.2352,True
mp-1105,formation_energy_per_atom,-2.170192663333334,The formation energy per atom of mp-1105 is -2.170192663333334 eV.,-2.170192663333334,True
