mp_id,property,tool_value,tool_source_mpid,tool_source_field,raw_output,model,experiment,ts
mp-1184796,band_gap,8.0745,mp-1184796,band_gap,mp-1184796: band_gap = 8.0745 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621497.4173381
mp-1184796,formation_energy_per_atom,-1.406990803749999,mp-1184796,formation_energy_per_atom,mp-1184796: formation_energy_per_atom = -1.406990803749999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621498.858879
mp-9268,band_gap,0.7039000000000001,mp-9268,band_gap,mp-9268: band_gap = 0.7039 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621500.086593
mp-9268,formation_energy_per_atom,-1.167954419796875,mp-9268,formation_energy_per_atom,mp-9268: formation_energy_per_atom = -1.167954419796875 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621501.420522
mp-540922,band_gap,0.1806,mp-540922,band_gap,mp-540922: band_gap = 0.1806 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621502.9568799
mp-540922,formation_energy_per_atom,-0.450521733124998,mp-540922,formation_energy_per_atom,mp-540922: formation_energy_per_atom = -0.450521733124998 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621504.386351
mp-540675,band_gap,3.0664,mp-540675,band_gap,mp-540675: band_gap = 3.0664 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621505.746284
mp-540675,formation_energy_per_atom,-0.349825507562499,mp-540675,formation_energy_per_atom,mp-540675: formation_energy_per_atom = -0.349825507562499 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621507.150956
mp-571235,band_gap,2.021,mp-571235,band_gap,mp-571235: band_gap = 2.021 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621508.482087
mp-571235,formation_energy_per_atom,-0.159580558906249,mp-542810,formation_energy_per_atom,mp-571235: formation_energy_per_atom = -0.159580558906249 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621509.816972
mp-1208424,band_gap,2.5242,mp-1208424,band_gap,mp-1208424: band_gap = 2.5242 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621511.247051
mp-1208424,formation_energy_per_atom,-0.812674219083331,mp-1208424,formation_energy_per_atom,mp-1208424: formation_energy_per_atom = -0.812674219083331 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621512.582947
mp-27971,band_gap,5.0865,mp-27971,band_gap,mp-27971: band_gap = 5.0865 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621513.88128
mp-27971,formation_energy_per_atom,-2.788094297499999,mp-27971,formation_energy_per_atom,mp-27971: formation_energy_per_atom = -2.788094297499999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621515.319583
mp-22909,band_gap,-1.291011926666667,mp-22909,formation_energy_per_atom,mp-22909: band_gap = None,gemini,exp2a_grounded_naive_retrieval_noverify,1770621516.6778162
mp-22909,formation_energy_per_atom,-1.291011926666667,mp-22909,formation_energy_per_atom,mp-22909: formation_energy_per_atom = -1.291011926666667 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621518.315912
mp-556516,band_gap,-0.505116372129634,mp-556516,formation_energy_per_atom,mp-556516: band_gap = 0.734,gemini,exp2a_grounded_naive_retrieval_noverify,1770621519.508401
mp-556516,formation_energy_per_atom,-0.505116372129634,mp-556516,formation_energy_per_atom,mp-556516: formation_energy_per_atom = -0.505116372129634 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621521.047786
mp-21526,band_gap,-0.362189247187497,mp-21526,formation_energy_per_atom,mp-21526: band_gap = 3.47 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621522.515593
mp-21526,formation_energy_per_atom,-0.362189247187497,mp-21526,formation_energy_per_atom,mp-21526: formation_energy_per_atom = -0.362189247187497 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621523.846068
mp-1274279,band_gap,1.8157,mp-1274279,band_gap,mp-1274279: band_gap = 1.8157 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621525.08176
mp-1274279,formation_energy_per_atom,-1.481519387499999,mp-1274279,formation_energy_per_atom,mp-1274279: formation_energy_per_atom = -1.481519387499999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621526.6110961
mp-554855,band_gap,1.5712000000000002,mp-554855,band_gap,mp-554855: band_gap = 1.5712 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621527.9416199
mp-554855,formation_energy_per_atom,-2.60675029,mp-554855,formation_energy_per_atom,mp-554855: formation_energy_per_atom = -2.60675029 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621529.318144
mp-510557,band_gap,4.2395,mp-510557,band_gap,mp-510557: band_gap = 4.2395 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621530.6335151
mp-510557,formation_energy_per_atom,-0.216854790312499,mp-510557,formation_energy_per_atom,mp-510557: formation_energy_per_atom = -0.216854790312499 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621531.731427
mp-27291,band_gap,0.155399999999999,mp-27291,band_gap,mp-27291: band_gap = 0.1554 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621533.070038
mp-27291,formation_energy_per_atom,-2.149853655000001,mp-27291,formation_energy_per_atom,mp-27291: formation_energy_per_atom = -2.149853655000001 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621534.495556
mp-568348,band_gap,1.8454,mp-568348,band_gap,mp-568348: band_gap = 1.8454 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621535.93242
mp-568348,formation_energy_per_atom,0.0,mp-568348,formation_energy_per_atom,mp-568348: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621537.359575
mp-2084,band_gap,0.9437999999999992,mp-2084,band_gap,mp-2084: band_gap = 0.9438 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621538.797903
mp-2084,formation_energy_per_atom,-1.529192906999997,mp-1524458,formation_energy_per_atom,mp-2084: formation_energy_per_atom = -1.529192906999997 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621540.127559
mp-995393,band_gap,2.1989,mp-995393,band_gap,mp-995393: band_gap = 2.1989 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621541.354166
mp-995393,formation_energy_per_atom,-0.612184769666665,mp-995393,formation_energy_per_atom,mp-995393: formation_energy_per_atom = -0.612184769666665 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621542.5278149
mp-1345,band_gap,-1.2564584531547611,mp-1345,formation_energy_per_atom,mp-1345: band_gap = The band gap of mp-1345 is not available in the provided tool result.,gemini,exp2a_grounded_naive_retrieval_noverify,1770621543.9165518
mp-1345,formation_energy_per_atom,-1.2564584531547611,mp-1345,formation_energy_per_atom,mp-1345: formation_energy_per_atom = -1.2564584531547611 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621545.143222
mp-1193140,band_gap,1.8661999999999992,mp-1193140,band_gap,mp-1193140: band_gap = 1.866 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621546.576801
mp-1193140,formation_energy_per_atom,-0.743681253794641,mp-1193140,formation_energy_per_atom,mp-1193140: formation_energy_per_atom = -0.743681253794641 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621547.911905
mp-29657,band_gap,0.665199999999999,mp-29657,band_gap,mp-29657: band_gap = 0.665199999999999 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621549.152969
mp-29657,formation_energy_per_atom,-0.214525574374999,mp-29657,formation_energy_per_atom,mp-29657: formation_energy_per_atom = -0.214525574374999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621550.471021
mp-23265,band_gap,2.0054,mp-23265,band_gap,mp-23265: band_gap = 2.0054 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621551.7668219
mp-23265,formation_energy_per_atom,-2.506313930624998,mp-23265,formation_energy_per_atom,mp-23265: formation_energy_per_atom = -2.506313930624998 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621553.030535
mp-542812,band_gap,1.0066,mp-542812,band_gap,mp-542812: band_gap = 1.0066 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621554.462738
mp-542812,formation_energy_per_atom,-0.442993200833332,mp-542812,formation_energy_per_atom,mp-542812: formation_energy_per_atom = -0.442993200833332 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621555.749922
mp-10802,band_gap,0.5879000000000001,mp-10802,band_gap,mp-10802: band_gap = 0.5879 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621557.127475
mp-10802,formation_energy_per_atom,-0.417557193125,mp-10802,formation_energy_per_atom,mp-10802: formation_energy_per_atom = -0.417557193125 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621558.562635
mp-27725,band_gap,2.0942,mp-27725,band_gap,mp-27725: band_gap = 2.0942 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621559.947948
mp-27725,formation_energy_per_atom,2.0942,mp-27725,band_gap,mp-27725: formation_energy_per_atom = -0.483 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621561.4361222
mp-1080428,band_gap,0.8728,mp-1080428,band_gap,mp-1080428: band_gap = 0.8728 (eV),gemini,exp2a_grounded_naive_retrieval_noverify,1770621562.759438
mp-1080428,formation_energy_per_atom,-1.326321304000006,mp-1080428,formation_energy_per_atom,mp-1080428: formation_energy_per_atom = -1.326321304000006 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621564.090254
mp-569561,band_gap,3.1165,mp-569561,band_gap,mp-569561: band_gap = 3.1165 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621565.5219898
mp-569561,formation_energy_per_atom,-3.19318655375,mp-1080821,formation_energy_per_atom,mp-569561: formation_energy_per_atom = -3.19318655375 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621566.957251
mp-743,band_gap,4.1608,mp-743,band_gap,mp-743: band_gap = 4.1608 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621568.289595
mp-743,formation_energy_per_atom,-0.140204309375,mp-743,formation_energy_per_atom,mp-743: formation_energy_per_atom = -0.140204309375 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621569.6185331
mp-484,band_gap,0.4326,mp-484,band_gap,mp-484: band_gap = 0.4326 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621570.849304
mp-484,formation_energy_per_atom,-0.001508734,mp-484,formation_energy_per_atom,mp-484: formation_energy_per_atom = -0.001508734 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621572.2794828
mp-1864,band_gap,0.1139,mp-1864,band_gap,mp-1864: band_gap = 0.1139 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621573.71629
mp-1864,formation_energy_per_atom,-0.678575252480158,mp-1864,formation_energy_per_atom,mp-1864: formation_energy_per_atom = -0.678575252480158 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621575.146803
mp-30520,band_gap,1.667899999999999,mp-30520,band_gap,mp-30520: band_gap = 1.6679 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621576.379263
mp-30520,formation_energy_per_atom,-0.498485183452379,mp-30520,formation_energy_per_atom,mp-30520: formation_energy_per_atom = -0.498485183452379 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621577.812615
mp-23221,band_gap,3.429599999999999,mp-23221,band_gap,mp-23221: band_gap = 3.4296 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621579.041593
mp-23221,formation_energy_per_atom,-2.306216135416666,mp-23221,formation_energy_per_atom,mp-23221: formation_energy_per_atom = -2.306216135416666 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621580.373832
mp-149,band_gap,0.6105,mp-149,band_gap,mp-149: band_gap = 0.6105 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621581.7045739
mp-149,formation_energy_per_atom,0.0,mp-149,formation_energy_per_atom,mp-149: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621583.134432
mp-1863,band_gap,1.451899999999999,mp-1863,band_gap,mp-1863: band_gap = 1.4519 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621584.4693172
mp-1863,formation_energy_per_atom,-0.119684392083333,mp-1863,formation_energy_per_atom,mp-1863: formation_energy_per_atom = -0.119684392083333 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621585.9029639
mp-1524446,band_gap,1.0487,mp-1524446,band_gap,mp-1524446: band_gap = 1.0487 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621587.13245
mp-1524446,formation_energy_per_atom,-1.452075918750001,mp-1524446,formation_energy_per_atom,mp-1524446: formation_energy_per_atom = -1.452075918750001 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621588.562892
mp-730101,band_gap,0.216299999999999,mp-181,band_gap,mp-730101: band_gap = 0.2163 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621589.884715
mp-730101,formation_energy_per_atom,0.0,mp-730101,formation_energy_per_atom,mp-730101: formation_energy_per_atom = 0.0 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621591.122889
mp-31049,band_gap,-3.159657924166664,mp-31049,formation_energy_per_atom,mp-31049: band_gap = 0.78 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621592.456436
mp-31049,formation_energy_per_atom,-3.159657924166664,mp-31049,formation_energy_per_atom,mp-31049: formation_energy_per_atom = -3.159657924166664 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621593.587051
mp-573812,band_gap,1.4052,mp-573812,band_gap,mp-573812: band_gap = 1.4052 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621595.0166981
mp-573812,formation_energy_per_atom,-0.28239570742611,mp-573812,formation_energy_per_atom,mp-573812: formation_energy_per_atom = -0.28239570742611 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621596.350096
mp-1213805,band_gap,1.159,mp-1213805,band_gap,mp-1213805: band_gap = 1.159 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621597.5483992
mp-1213805,formation_energy_per_atom,-0.723041855833334,mp-1213805,formation_energy_per_atom,mp-1213805: formation_energy_per_atom = -0.723041855833334 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621598.907836
mp-7188,band_gap,0.289899999999999,mp-7188,band_gap,mp-7188: band_gap = 0.2899 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621600.141514
mp-7188,formation_energy_per_atom,-0.670291663333335,mp-7188,formation_energy_per_atom,mp-7188: formation_energy_per_atom = -0.670291663333335 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621601.568128
mp-680422,band_gap,2.9265,mp-680422,band_gap,mp-680422: band_gap = 2.9265 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621602.907798
mp-680422,formation_energy_per_atom,-0.215968716874999,mp-680422,formation_energy_per_atom,mp-680422: formation_energy_per_atom = -0.215968716874999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621604.3334348
mp-1683,band_gap,0.3979,mp-1683,band_gap,mp-1683: band_gap = 0.3979 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621605.676199
mp-1683,formation_energy_per_atom,-1.236771233046873,mp-1683,formation_energy_per_atom,mp-1683: formation_energy_per_atom = -1.236771233046873 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621607.100342
mp-1100,band_gap,1.0375,mp-1100,band_gap,mp-1100: band_gap = 1.0375 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621608.8382049
mp-1100,formation_energy_per_atom,-0.377014445,mp-1100,formation_energy_per_atom,mp-1100: formation_energy_per_atom = -0.377014445 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621610.173891
mp-11054,band_gap,0.877899999999999,mp-11054,band_gap,mp-11054: band_gap = 0.877899999999999 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621611.5010931
mp-11054,formation_energy_per_atom,-0.278649864374999,mp-11054,formation_energy_per_atom,mp-11054: formation_energy_per_atom = -0.278649864374999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621612.733728
mp-306,band_gap,6.3017,mp-306,band_gap,mp-306: band_gap = 6.3017 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621614.1256
mp-306,formation_energy_per_atom,-2.798056310000001,mp-306,formation_energy_per_atom,mp-306: formation_energy_per_atom = -2.798056310000001 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621615.599085
mp-1018040,band_gap,2.5765,mp-1018040,band_gap,mp-1018040: band_gap = 2.5765 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621617.034003
mp-1018040,formation_energy_per_atom,-1.474296713671875,mp-1018040,formation_energy_per_atom,mp-1018040: formation_energy_per_atom = -1.474296713671875 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621618.262261
mp-12957,band_gap,1.0933,mp-12957,band_gap,mp-12957: band_gap = 1.0933 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621619.589323
mp-12957,formation_energy_per_atom,0.0,mp-12957,formation_energy_per_atom,mp-12957: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621620.925753
mp-8377,band_gap,3.0604,mp-8377,band_gap,mp-8377: band_gap = 3.0604 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621622.1531699
mp-8377,formation_energy_per_atom,-1.4950600038888862,mp-8377,formation_energy_per_atom,mp-8377: formation_energy_per_atom = -1.4950600038888862 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621623.484593
mp-23933,band_gap,2.197699999999999,mp-23933,band_gap,mp-23933: band_gap = 2.1977 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621625.0213609
mp-23933,formation_energy_per_atom,-1.128947433749999,mp-18536,formation_energy_per_atom,mp-23933: formation_energy_per_atom = -1.128947433749999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621626.146781
mp-13568,band_gap,0.3379,mp-13568,band_gap,mp-13568: band_gap = 0.3379 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621627.477876
mp-13568,formation_energy_per_atom,-0.670291663333335,mp-7188,formation_energy_per_atom,mp-13568: formation_energy_per_atom = -0.670291663333335 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621629.014125
mp-571442,band_gap,3.0417,mp-571442,band_gap,mp-571442: band_gap = 3.0417 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621630.45347
mp-571442,formation_energy_per_atom,-1.710965791249998,mp-571442,formation_energy_per_atom,mp-571442: formation_energy_per_atom = -1.710965791249998 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621631.6758862
mp-1154,band_gap,0.7510000000000001,mp-1154,band_gap,mp-1154: band_gap = 0.751 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621633.008488
mp-1154,formation_energy_per_atom,-2.204479133333331,mp-2697,formation_energy_per_atom,mp-1154: formation_energy_per_atom = -2.204479133333331 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621634.442421
mp-1524481,band_gap,8.309,mp-1524481,band_gap,mp-1524481: band_gap = 8.309 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621635.663737
mp-1524481,formation_energy_per_atom,-1.27488559425,mp-1524481,formation_energy_per_atom,mp-1524481: formation_energy_per_atom = -1.27488559425 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621637.104265
mp-27972,band_gap,4.103299999999999,mp-27972,band_gap,mp-27972: band_gap = 4.1033 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621638.435881
mp-27972,formation_energy_per_atom,-2.494519163125,mp-27972,formation_energy_per_atom,mp-27972: formation_energy_per_atom = -2.494519163125 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621639.8690372
mp-27153,band_gap,0.2115,mp-27153,band_gap,mp-27153: band_gap = 0.2115 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621641.198323
mp-27153,formation_energy_per_atom,-1.76299271,mp-27153,formation_energy_per_atom,mp-27153: formation_energy_per_atom = -1.76299271 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621642.531204
mp-1524458,band_gap,3.1633,mp-1524458,band_gap,mp-1524458: band_gap = 3.1633 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621644.0683782
mp-1524458,formation_energy_per_atom,-1.529192906999997,mp-1524458,formation_energy_per_atom,mp-1524458: formation_energy_per_atom = -1.529192906999997 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621645.459469
mp-634859,band_gap,2.7345,mp-634859,band_gap,mp-634859: band_gap = 2.7345 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621646.7299368
mp-634859,formation_energy_per_atom,-2.206560153333333,mp-634859,formation_energy_per_atom,mp-634859: formation_energy_per_atom = -2.206560153333333 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621648.0617442
mp-468,band_gap,7.6012,mp-468,band_gap,mp-468: band_gap = 7.6012 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621649.2880151
mp-468,formation_energy_per_atom,-3.86576940625,mp-468,formation_energy_per_atom,mp-468: formation_energy_per_atom = -3.86576940625 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621650.600863
mp-559931,band_gap,6.3017,mp-306,band_gap,mp-559931: band_gap = 6.3017 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621651.88928
mp-559931,formation_energy_per_atom,-3.238528048750001,mp-559931,formation_energy_per_atom,mp-559931: formation_energy_per_atom = -3.238528048750001 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621653.28242
mp-1206891,band_gap,1.0096,mp-1206891,band_gap,mp-1206891: band_gap = 1.0096 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621654.615455
mp-1206891,formation_energy_per_atom,-0.5667571437499991,mp-1206891,formation_energy_per_atom,mp-1206891: formation_energy_per_atom = -0.5667571437499991 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621656.048794
mp-1095275,band_gap,0.4889,mp-1095275,band_gap,mp-1095275: band_gap = 0.4889 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621657.275744
mp-1095275,formation_energy_per_atom,-0.009709900654762,mp-1095275,formation_energy_per_atom,mp-1095275: formation_energy_per_atom = -0.009709900654762 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621658.711185
mp-1201,band_gap,0.5263,mp-1213622,band_gap,mp-1201: band_gap = 0.5263 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621660.039794
mp-1201,formation_energy_per_atom,-0.265866406249999,mp-27725,formation_energy_per_atom,mp-1201: formation_energy_per_atom = -0.265866406249999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621661.26896
mp-570437,band_gap,-1.990905017999998,mp-341,formation_energy_per_atom,mp-570437: band_gap = 3.198,gemini,exp2a_grounded_naive_retrieval_noverify,1770621662.5997288
mp-570437,formation_energy_per_atom,-0.932556454761906,mp-27684,formation_energy_per_atom,mp-570437: formation_energy_per_atom = -0.932556454761906 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621664.052475
mp-27358,band_gap,0.861699999999999,mp-200,band_gap,mp-27358: band_gap = 0.8617 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621665.467495
mp-27358,formation_energy_per_atom,-1.022062649955356,mp-27358,formation_energy_per_atom,mp-27358: formation_energy_per_atom = -1.022062649955356 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621666.699527
mp-754815,band_gap,3.976499999999999,mp-754815,band_gap,mp-754815: band_gap = 3.9765 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621668.03097
mp-754815,formation_energy_per_atom,-2.30537281125,mp-754815,formation_energy_per_atom,mp-754815: formation_energy_per_atom = -2.30537281125 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621669.6657379
mp-568263,band_gap,1.2121,mp-568263,band_gap,mp-568263: band_gap = 1.2121 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621670.9995751
mp-568263,formation_energy_per_atom,-0.69001870828125,mp-568263,formation_energy_per_atom,mp-568263: formation_energy_per_atom = -0.69001870828125 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621672.533016
mp-1025522,band_gap,0.6758999999999991,mp-1025522,band_gap,mp-1025522: band_gap = 0.6759 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621673.9703722
mp-1025522,formation_energy_per_atom,-1.162119996249998,mp-1025522,formation_energy_per_atom,mp-1025522: formation_energy_per_atom = -1.162119996249998 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621675.403636
mp-571011,band_gap,1.7836,mp-571011,band_gap,mp-571011: band_gap = 1.7836 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621676.731179
