mp_id,property,tool_value,tool_source_mpid,tool_source_field,raw_output,model,experiment,ts
mp-571011,formation_energy_per_atom,-0.975770047431038,mp-571011,formation_energy_per_atom,mp-571011: formation_energy_per_atom = -0.975770047431038 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621678.066957
mp-28044,band_gap,4.918,mp-28044,band_gap,mp-28044: band_gap = 4.918 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621679.9091148
mp-28044,formation_energy_per_atom,-2.512653630624999,mp-28044,formation_energy_per_atom,mp-28044: formation_energy_per_atom = -2.512653630624999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621681.343767
mp-1217322,band_gap,0.7062,mp-1217322,band_gap,mp-1217322: band_gap = 0.7062 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621682.673763
mp-1217322,formation_energy_per_atom,-0.010930726197914,mp-1217322,formation_energy_per_atom,mp-1217322: formation_energy_per_atom = -0.010930726197914 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621684.107691
mp-541155,band_gap,0.9239,mp-541155,band_gap,mp-541155: band_gap = 0.9239 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621685.337321
mp-541155,formation_energy_per_atom,0.0,mp-19,formation_energy_per_atom,mp-541155: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621686.6687338
mp-19,band_gap,0.1856,mp-19,band_gap,mp-19: band_gap = 0.1856 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621688.098353
mp-19,formation_energy_per_atom,0.0,mp-19,formation_energy_per_atom,mp-19: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621689.322927
mp-22885,band_gap,2.686199999999999,mp-22885,band_gap,mp-22885: band_gap = 2.6862 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621690.556994
mp-22885,formation_energy_per_atom,-0.7818107566666681,mp-22885,formation_energy_per_atom,mp-22885: formation_energy_per_atom = -0.7818107566666681 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621691.887625
mp-20652,band_gap,1.9078,mp-20652,band_gap,mp-20652: band_gap = 1.9078 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621693.126109
mp-20652,formation_energy_per_atom,-2.26442824375,mp-20652,formation_energy_per_atom,mp-20652: formation_energy_per_atom = -2.26442824375 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621694.450123
mp-27857,band_gap,0.9792,mp-27857,band_gap,mp-27857: band_gap = 0.9792 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621695.750269
mp-27857,formation_energy_per_atom,-0.694771309999999,mp-27857,formation_energy_per_atom,mp-27857: formation_energy_per_atom = -0.694771309999999 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621697.211951
mp-985829,band_gap,1.2237,mp-985829,band_gap,mp-985829: band_gap = 1.2237 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621698.5441742
mp-985829,formation_energy_per_atom,-1.806995168541668,mp-985829,formation_energy_per_atom,mp-985829: formation_energy_per_atom = -1.806995168541668 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621700.082825
mp-30034,band_gap,4.4707,mp-30034,band_gap,mp-30034: band_gap = 4.4707 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621701.411958
mp-30034,formation_energy_per_atom,-1.710965791249998,mp-571442,formation_energy_per_atom,mp-30034: formation_energy_per_atom = -1.710965791249998 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621702.5411541
mp-22881,band_gap,3.5244,mp-22881,band_gap,mp-22881: band_gap = 3.5244 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621703.872899
mp-22881,formation_energy_per_atom,3.5244,mp-22881,band_gap,mp-22881: formation_energy_per_atom = 0.031 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621705.200373
mp-32755,band_gap,1.0395,mp-32755,band_gap,mp-32755: band_gap = 1.0395 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621706.498388
mp-32755,formation_energy_per_atom,-1.857414943749999,mp-32755,formation_energy_per_atom,mp-32755: formation_energy_per_atom = -1.857414943749999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621707.8650749
mp-2715,band_gap,0.172299999999999,mp-2715,band_gap,mp-2715: band_gap = 0.1723 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621709.19407
mp-2715,formation_energy_per_atom,-0.290117705833334,mp-2715,formation_energy_per_atom,mp-2715: formation_energy_per_atom = -0.290117705833334 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621710.629468
mp-504759,band_gap,0.8007000000000001,mp-582753,band_gap,mp-504759: band_gap = 0.8007 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621712.1666481
mp-504759,formation_energy_per_atom,-2.631161137083333,mp-504759,formation_energy_per_atom,mp-504759: formation_energy_per_atom = -2.631161137083333,gemini,exp2a_grounded_naive_retrieval_noverify,1770621713.5978932
mp-1525121,band_gap,1.687399999999999,mp-1525121,band_gap,mp-1525121: band_gap = 1.6874 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621714.8728058
mp-1525121,formation_energy_per_atom,0.0,mp-1525121,formation_energy_per_atom,mp-1525121: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621716.26269
mp-865194,band_gap,5.3798,mp-865194,band_gap,mp-865194: band_gap = 5.3798 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621717.5934038
mp-865194,formation_energy_per_atom,-4.181989037499999,mp-865194,formation_energy_per_atom,mp-865194: formation_energy_per_atom = -4.181989037499999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621718.925076
mp-541610,band_gap,2.597,mp-541610,band_gap,mp-541610: band_gap = 2.597 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621720.3589828
mp-541610,formation_energy_per_atom,-0.927984858749999,mp-541610,formation_energy_per_atom,mp-541610: formation_energy_per_atom = -0.927984858749999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621721.7934232
mp-28933,band_gap,1.7587000000000002,mp-28933,band_gap,mp-28933: band_gap = 1.7587 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621723.02305
mp-28933,formation_energy_per_atom,-0.198695136500001,mp-28933,formation_energy_per_atom,mp-28933: formation_energy_per_atom = -0.198695136500001 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621724.4519029
mp-23205,band_gap,3.6162,mp-23205,band_gap,mp-23205: band_gap = 3.6162 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621725.8888981
mp-23205,formation_energy_per_atom,-1.3037782916666671,mp-23205,formation_energy_per_atom,mp-23205: formation_energy_per_atom = -1.3037782916666671 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621728.1422179
mp-985831,band_gap,0.5342,mp-985831,band_gap,mp-985831: band_gap = 0.5342 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621729.470735
mp-985831,formation_energy_per_atom,-1.564946299374999,mp-985831,formation_energy_per_atom,mp-985831: formation_energy_per_atom = -1.564946299374999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621730.712707
mp-540829,band_gap,0.710199999999999,mp-540829,band_gap,mp-540829: band_gap = 0.710199999999999 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621732.042996
mp-540829,formation_energy_per_atom,-1.872036438333334,mp-540829,formation_energy_per_atom,mp-540829: formation_energy_per_atom = -1.872036438333334 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621733.36129
mp-1525632,band_gap,2.8979,mp-1525632,band_gap,mp-1525632: band_gap = 2.8979 (eV),gemini,exp2a_grounded_naive_retrieval_noverify,1770621734.695015
mp-1525632,formation_energy_per_atom,0.0,mp-1525632,formation_energy_per_atom,mp-1525632: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621736.234793
mp-573815,band_gap,0.9469999999999992,mp-573815,band_gap,mp-573815: band_gap = 0.947 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621737.562179
mp-573815,formation_energy_per_atom,0.0,mp-19,formation_energy_per_atom,mp-573815: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621738.9929721
mp-607450,band_gap,2.8624,mp-23185,band_gap,mp-607450: band_gap = 2.8624 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621740.1225972
mp-607450,formation_energy_per_atom,-0.235972947500002,mp-607450,formation_energy_per_atom,mp-607450: formation_energy_per_atom = -0.235972947500002 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621741.45171
mp-23162,band_gap,1.0479,mp-23162,band_gap,mp-23162: band_gap = 1.0479 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621742.89073
mp-23162,formation_energy_per_atom,-1.87860569,mp-23162,formation_energy_per_atom,mp-23162: formation_energy_per_atom = -1.87860569 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621744.115388
mp-2402,band_gap,1.1286,mp-2402,band_gap,mp-2402: band_gap = 1.1286 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621745.3453991
mp-2402,formation_energy_per_atom,-0.069361268125,mp-2402,formation_energy_per_atom,mp-2402: formation_energy_per_atom = -0.069361268125 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621746.580545
mp-9922,band_gap,1.1326,mp-9922,band_gap,mp-9922: band_gap = 1.1326 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621747.854273
mp-9922,formation_energy_per_atom,-1.373804485859373,mp-9922,formation_energy_per_atom,mp-9922: formation_energy_per_atom = -1.373804485859373 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621749.235399
mp-1545216,band_gap,0.638899999999999,mp-29711,band_gap,mp-1545216: band_gap = 0.6389 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621750.669773
mp-1545216,formation_energy_per_atom,-0.907728662126436,mp-1545216,formation_energy_per_atom,mp-1545216: formation_energy_per_atom = -0.907728662126436 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621752.002819
mp-1968,band_gap,3.824799999999999,mp-1968,band_gap,mp-1968: band_gap = 3.8248 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621753.645437
mp-1968,formation_energy_per_atom,-3.8759289195,mp-1968,formation_energy_per_atom,mp-1968: formation_energy_per_atom = -3.8759289195 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621754.8897128
mp-29711,band_gap,0.638899999999999,mp-29711,band_gap,mp-29711: band_gap = 0.6389 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621756.3024058
mp-29711,formation_energy_per_atom,-0.444227307333335,mp-29711,formation_energy_per_atom,mp-29711: formation_energy_per_atom = -0.444227307333335 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621757.835295
mp-2133,band_gap,0.7227,mp-2133,band_gap,mp-2133: band_gap = 0.7227 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621759.066967
mp-2133,formation_energy_per_atom,-1.7908991124999991,mp-2133,formation_energy_per_atom,mp-2133: formation_energy_per_atom = -1.7908991124999991 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621760.500983
mp-1185959,band_gap,1.133699999999999,mp-1185959,band_gap,mp-1185959: band_gap = 1.133699999999999 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621761.934488
mp-1185959,formation_energy_per_atom,-0.5725928316666651,mp-15954,formation_energy_per_atom,mp-1185959: formation_energy_per_atom = -0.5725928316666651 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621763.263912
mp-985278,band_gap,6.0693,mp-985278,band_gap,mp-985278: band_gap = 6.0693 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621764.9036422
mp-985278,formation_energy_per_atom,-4.467987469375,mp-985278,formation_energy_per_atom,mp-985278: formation_energy_per_atom = -4.467987469375 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621766.133567
mp-23710,band_gap,3.709699999999999,mp-23710,band_gap,mp-23710: band_gap = 3.7097 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621767.373594
mp-23710,formation_energy_per_atom,-0.2827190725,mp-23710,formation_energy_per_atom,mp-23710: formation_energy_per_atom = -0.2827190725 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621768.693928
mp-341,band_gap,1.9022,mp-341,band_gap,mp-341: band_gap = 1.9022 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621770.2289112
mp-341,formation_energy_per_atom,-1.291011926666667,mp-22909,formation_energy_per_atom,mp-341: formation_energy_per_atom = -1.291011926666667 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621771.353489
mp-32800,band_gap,2.2962,mp-32800,band_gap,mp-32800: band_gap = 2.2962 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621772.687107
mp-32800,formation_energy_per_atom,-2.4930635934375,mp-32800,formation_energy_per_atom,mp-32800: formation_energy_per_atom = -2.4930635934375 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621774.0174751
mp-685014,band_gap,2.0644,mp-685014,band_gap,mp-685014: band_gap = 2.0644 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621775.24493
mp-685014,formation_energy_per_atom,-1.068962764541666,mp-685014,formation_energy_per_atom,mp-685014: formation_energy_per_atom = -1.068962764541666 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621776.989221
mp-559798,band_gap,4.9116,mp-559798,band_gap,mp-559798: band_gap = 4.9116 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621778.421609
mp-559798,formation_energy_per_atom,-2.23065729,mp-559798,formation_energy_per_atom,mp-559798: formation_energy_per_atom = -2.23065729 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621779.855595
mp-1080821,band_gap,0.7896000000000001,mp-1080821,band_gap,mp-1080821: band_gap = 0.7896 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621781.08433
mp-1080821,formation_energy_per_atom,-3.19318655375,mp-1080821,formation_energy_per_atom,mp-1080821: formation_energy_per_atom = -3.19318655375 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621782.5174441
mp-540625,band_gap,1.7063,mp-540625,band_gap,mp-540625: band_gap = 1.7063 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621784.153229
mp-540625,formation_energy_per_atom,-0.5793224153125001,mp-540625,formation_energy_per_atom,mp-540625: formation_energy_per_atom = -0.5793224153125001 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621786.0926578
mp-1025442,band_gap,1.3846999999999992,mp-1025442,band_gap,mp-1025442: band_gap = 1.3847 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621787.312869
mp-1025442,formation_energy_per_atom,-0.44096969,mp-1025442,formation_energy_per_atom,mp-1025442: formation_energy_per_atom = -0.44096969 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621788.659839
mp-556911,band_gap,1.6921,mp-556911,band_gap,mp-556911: band_gap = 1.6921 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621790.096388
mp-556911,formation_energy_per_atom,-1.474296713671875,mp-1018040,formation_energy_per_atom,mp-556911: formation_energy_per_atom = -1.474296713671875 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621791.6362638
mp-23263,band_gap,-2.423042803749999,mp-23263,formation_energy_per_atom,mp-23263: band_gap = None,gemini,exp2a_grounded_naive_retrieval_noverify,1770621793.081002
mp-23263,formation_energy_per_atom,-2.423042803749999,mp-23263,formation_energy_per_atom,mp-23263: formation_energy_per_atom = -2.423042803749999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621794.505118
mp-16911,band_gap,1.9539,mp-16911,band_gap,mp-16911: band_gap = 1.9539 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621795.765959
mp-16911,formation_energy_per_atom,-2.204479133333331,mp-2697,formation_energy_per_atom,mp-16911: formation_energy_per_atom = -2.204479133333331 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621797.061214
mp-1705,band_gap,-1.74803409,mp-1705,formation_energy_per_atom,mp-1705: band_gap = The band gap of mp-1705 is not available in the provided tool result.,gemini,exp2a_grounded_naive_retrieval_noverify,1770621798.392977
mp-1705,formation_energy_per_atom,-1.74803409,mp-1705,formation_energy_per_atom,mp-1705: formation_energy_per_atom = -1.74803409 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621799.728981
mp-561197,band_gap,5.5366,mp-561197,band_gap,mp-561197: band_gap = 5.5366 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621801.0524101
mp-561197,formation_energy_per_atom,-3.404466658305554,mp-561197,formation_energy_per_atom,mp-561197: formation_energy_per_atom = -3.404466658305554 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621802.588686
mp-23183,band_gap,4.299799999999999,mp-23183,band_gap,mp-23183: band_gap = 4.3 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621803.857934
mp-23183,formation_energy_per_atom,-0.265866406249999,mp-27725,formation_energy_per_atom,mp-23183: formation_energy_per_atom = -0.265866406249999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621805.005395
mp-23280,band_gap,3.9873,mp-23280,band_gap,mp-23280: band_gap = 3.9873 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621806.378453
mp-23280,formation_energy_per_atom,-0.755685861249999,mp-23280,formation_energy_per_atom,mp-23280: formation_energy_per_atom = -0.755685861249999 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621807.6856132
mp-1524462,band_gap,2.7061,mp-1524462,band_gap,mp-1524462: band_gap = 2.7061 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621809.0369458
mp-1524462,formation_energy_per_atom,0.0,mp-1524462,formation_energy_per_atom,mp-1524462: formation_energy_per_atom = 0.0 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621810.369416
mp-706630,band_gap,0.3388,mp-34202,band_gap,mp-706630: band_gap = 0.3388 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621811.7013938
mp-706630,formation_energy_per_atom,-0.095264628645833,mp-706630,formation_energy_per_atom,mp-706630: formation_energy_per_atom = -0.095264628645833 (eV/atom),gemini,exp2a_grounded_naive_retrieval_noverify,1770621812.947998
mp-541837,band_gap,0.3769,mp-541837,band_gap,mp-541837: band_gap = 0.3769 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621814.365512
mp-541837,formation_energy_per_atom,-0.434076935437502,mp-541837,formation_energy_per_atom,mp-541837: formation_energy_per_atom = -0.434076935437502 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621815.794716
mp-1819,band_gap,2.028799999999999,mp-1819,band_gap,mp-1819: band_gap = 2.0288 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621817.4352179
mp-1819,formation_energy_per_atom,-1.839006646249989,mp-1819,formation_energy_per_atom,mp-1819: formation_energy_per_atom = -1.839006646249989 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621818.768428
mp-7988,band_gap,0.583199999999999,mp-7988,band_gap,mp-7988: band_gap = 0.583199999999999 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621820.304908
mp-7988,formation_energy_per_atom,-1.180246544770117,mp-7988,formation_energy_per_atom,mp-7988: formation_energy_per_atom = -1.180246544770117 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621822.2484841
mp-2049132,band_gap,0.216299999999999,mp-2049132,band_gap,mp-2049132: band_gap = 0.2163 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621823.6819851
mp-2049132,formation_energy_per_atom,-0.298604841000002,mp-2049132,formation_energy_per_atom,mp-2049132: formation_energy_per_atom = -0.298604841000002 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621825.216903
mp-7943,band_gap,0.3285,mp-7943,band_gap,mp-7943: band_gap = 0.3285 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621826.419935
mp-7943,formation_energy_per_atom,-0.588209097083334,mp-7943,formation_energy_per_atom,mp-7943: formation_energy_per_atom = -0.588209097083334 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621827.780782
mp-30792,band_gap,0.1566,mp-30792,band_gap,mp-30792: band_gap = 0.1566 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621829.004502
mp-30792,formation_energy_per_atom,-0.269950954999998,mp-30792,formation_energy_per_atom,mp-30792: formation_energy_per_atom = -0.27 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621830.237217
mp-352,band_gap,4.0165,mp-352,band_gap,mp-352: band_gap = 4.0165 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621831.298867
mp-352,formation_energy_per_atom,-4.019811040833332,mp-352,formation_energy_per_atom,mp-352: formation_energy_per_atom = -4.019811040833332 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621832.505237
mp-15954,band_gap,0.2625,mp-15954,band_gap,mp-15954: band_gap = 0.2625 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621833.85845
mp-15954,formation_energy_per_atom,-0.5725928316666651,mp-15954,formation_energy_per_atom,mp-15954: formation_energy_per_atom = -0.5725928316666651 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621835.292428
mp-23165,band_gap,0.8929,mp-23165,band_gap,mp-23165: band_gap = 0.8929 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621836.6235871
mp-23165,formation_energy_per_atom,-0.6577550981249981,mp-23165,formation_energy_per_atom,mp-23165: formation_energy_per_atom = -0.6577550981249981 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621837.955212
mp-2251,band_gap,0.984,mp-2251,band_gap,mp-2251: band_gap = 0.984 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621839.286256
mp-2251,formation_energy_per_atom,-0.4825014221875,mp-2251,formation_energy_per_atom,mp-2251: formation_energy_per_atom = -0.4825014221875 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621840.616595
mp-181,band_gap,0.216299999999999,mp-181,band_gap,mp-181: band_gap = 0.2163 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621841.882976
mp-181,formation_energy_per_atom,-0.1726160249375,mp-181,formation_energy_per_atom,mp-181: formation_energy_per_atom = -0.1726160249375 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621843.174668
mp-2340,band_gap,1.7361,mp-2340,band_gap,mp-2340: band_gap = 1.7361 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621844.710748
mp-2340,formation_energy_per_atom,-1.2980963948563211,mp-2340,formation_energy_per_atom,mp-2340: formation_energy_per_atom = -1.2980963948563211 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621846.045343
mp-1443,band_gap,3.1684,mp-1443,band_gap,mp-1443: band_gap = 3.1684 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621847.5785768
mp-1443,formation_energy_per_atom,-2.537928646818182,mp-1443,formation_energy_per_atom,mp-1443: formation_energy_per_atom = -2.537928646818182 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621849.0142632
mp-2697,band_gap,2.8495,mp-2697,band_gap,mp-2697: band_gap = 2.8495 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621850.551751
mp-2697,formation_energy_per_atom,-2.204479133333331,mp-2697,formation_energy_per_atom,mp-2697: formation_energy_per_atom = -2.204479133333331 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621852.1917021
mp-680463,band_gap,0.391399999999999,mp-680463,band_gap,mp-680463: band_gap = 0.3914 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621853.619231
mp-680463,formation_energy_per_atom,-0.157726345384613,mp-680463,formation_energy_per_atom,mp-680463: formation_energy_per_atom = -0.157726345384613 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621855.053524
mp-542810,band_gap,1.9674,mp-542810,band_gap,mp-542810: band_gap = 1.9674 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621856.315188
mp-542810,formation_energy_per_atom,-0.159580558906249,mp-542810,formation_energy_per_atom,mp-542810: formation_energy_per_atom = -0.159580558906249 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621857.706133
mp-971787,band_gap,-1.208906696666668,mp-971787,formation_energy_per_atom,mp-971787: band_gap = 3.1515,gemini,exp2a_grounded_naive_retrieval_noverify,1770621859.149123
mp-971787,formation_energy_per_atom,-1.208906696666668,mp-971787,formation_energy_per_atom,mp-971787: formation_energy_per_atom = -1.208906696666668 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621860.586517
mp-1105,band_gap,2.2352,mp-1105,band_gap,mp-1105: band_gap = 2.2352 eV,gemini,exp2a_grounded_naive_retrieval_noverify,1770621862.019913
mp-1105,formation_energy_per_atom,-2.170192663333334,mp-1105,formation_energy_per_atom,mp-1105: formation_energy_per_atom = -2.170192663333334 eV/atom,gemini,exp2a_grounded_naive_retrieval_noverify,1770621863.3482518
